crime_density,population_density,road_density,visibility_score,label
0.3745401188473625,0.6981617140197451,0.1851329288386196,0.519081785136218,1
0.9507143064099162,0.5360963663441204,0.5419009473783581,0.4791818776297309,2
0.7319939418114051,0.3095276162863277,0.8729458358764083,0.0256420658064356,2
0.5986584841970366,0.8137950197069487,0.7322248864095612,0.3412478276261563,1
0.1560186404424365,0.6847311725538793,0.8065611478614497,0.380195618785857,0
0.1559945203362026,0.1626169393448913,0.6587833667107174,0.3988227808969005,0
0.0580836121681994,0.9109271844938424,0.6922765645178525,0.5801723692273323,0
0.8661761457749352,0.822537242923169,0.8491956515653193,0.5336025467268785,2
0.6011150117432088,0.949799913291924,0.2496680088591859,0.6079050927934446,1
0.7080725777960455,0.72571950838836,0.4894249636431405,0.7648832615421283,2
0.0205844942958024,0.6134151959357899,0.2212094418196022,0.8129857387160935,0
0.9699098521619944,0.4182430362906189,0.987668007996647,0.7181230762264944,2
0.8324426408004217,0.9327284833540131,0.9440593396866132,0.9555236959549348,2
0.2123391106782761,0.8660638895004084,0.0394268113685059,0.0182325826763616,0
0.1818249672071006,0.0452186701061894,0.7055751725156885,0.1957779856835461,0
0.1834045098534338,0.026366974497252,0.9252483174156658,0.0075628749781421,0
0.3042422429595377,0.3764633668780496,0.1805753451273335,0.647474714154603,1
0.5247564316322378,0.8105533307818329,0.5679452305526295,0.8980305489499869,1
0.4319450186421157,0.9872761293149444,0.9154882975880418,0.2434822965762992,1
0.2912291401980419,0.1504168911035281,0.0339459785857988,0.9270345447963066,0
0.6118528947223795,0.5941307153521351,0.6974202672468399,0.0602673902895608,1
0.1394938606520418,0.3808908566310215,0.2973490073725507,0.9344360268055144,0
0.2921446485352181,0.9699143978146032,0.9243961953765304,0.3516226872396344,0
0.3663618432936917,0.8421189231357087,0.9710582451653678,0.1014208284492165,1
0.4560699842170359,0.8383287047111379,0.944266489113434,0.4858717591863256,1
0.7851759613930136,0.4686931597949703,0.4742142166574637,0.2567765677205079,2
0.1996737821583597,0.4148195023376652,0.8620426509893134,0.2848729019619228,0
0.5142344384136116,0.2734070719307062,0.8445493985350704,0.3072899649262866,1
0.5924145688620425,0.0563754966509271,0.3191004732432556,0.8030258978326634,1
0.0464504127199977,0.8647223762550532,0.8289154741506773,0.5391612766752545,0
0.6075448519014384,0.8129010091300776,0.0370076347154926,0.3113076991560036,1
0.1705241236872915,0.9997176732861306,0.596269878482053,0.6103337833109184,0
0.0650515929852795,0.9966368370739054,0.230008837287703,0.7161506742231936,0
0.9488855372533332,0.5554317056026274,0.1205668857772788,0.2726240007335337,2
0.9656320330745594,0.7689874151805105,0.0769532016292091,0.4135491015253515,2
0.8083973481164611,0.944765729882428,0.6962887758781398,0.1218860933369475,2
0.3046137691733707,0.8496473906774115,0.3398749637680661,0.1811493495346803,1
0.0976721140063838,0.2473481017431976,0.7247667715287615,0.6811178539649828,0
0.6842330265121569,0.4505441353100935,0.0653563407989423,0.1814383476956269,1
0.4401524937396013,0.1291594151514949,0.3152903378306103,0.5251633836670602,1
0.1220382348447788,0.9540510272587224,0.5394912923753372,0.7090462617224327,0
0.4951769101112702,0.60617463445088,0.7907231648389635,0.1068769230947438,1
0.0343885211152183,0.2286428055034627,0.3187525029320699,0.5673122196289035,0
0.909320402078782,0.6717006844058567,0.6258913764370091,0.2565627837013637,2
0.2587799816000169,0.6181282404578958,0.8859777482361871,0.9629268752375798,0
0.662522284353982,0.3581627180328405,0.6158631881823046,0.4835456467199247,1
0.3117110760894109,0.113557592199629,0.2329594747536337,0.8059925497751581,1
0.5200680211778108,0.6715731955927996,0.024400781556538,0.5502265421562618,1
0.5467102793432796,0.5203077009037933,0.8700988739009299,0.0434125328548191,1
0.184854455525527,0.7723183917356393,0.0212694108503871,0.6331513755940223,0
0.9695846277645586,0.5201635011119934,0.8747016726841994,0.951403342206657,2
0.7751328233611146,0.8521815003185401,0.528937134027212,0.6016118201463312,2
0.9394989415641892,0.5519068387744855,0.9390676985128962,0.8191888594267902,2
0.8948273504276488,0.5609379715353863,0.7987832357736654,0.8842064633484078,2
0.5978999788110851,0.876653602658345,0.9979341105333376,0.2280797719489324,1
0.9218742350231168,0.403482866212397,0.3507118154517101,0.2120448399082266,2
0.0884925020519195,0.1340152284506407,0.7671882889311269,0.6109809888509917,0
0.1959828624191452,0.0287826763133389,0.4019309136092421,0.4110284698067047,0
0.045227288910538,0.755137255673619,0.4798756203039088,0.8398613028667203,0
0.3253303307632643,0.6203095513534647,0.6275054632183701,0.9000231233980112,1
0.388677289689482,0.7040797680992236,0.8736771141863388,0.3534213793027181,1
0.2713490317738959,0.2129641615089107,0.9840834691992952,0.236870558974482,0
0.8287375091519293,0.1363714755867697,0.7682734138645182,0.7805255152438618,2
0.3567533266935893,0.0145446656678819,0.4177667821673337,0.2748060355481361,1
0.2809345096873807,0.350587558806597,0.4213570022770702,0.8226143185136784,0
0.5426960831582485,0.5899176868546331,0.7375823015888915,0.4237382536487628,1
0.1409242249747626,0.3922440450997323,0.2387771457683023,0.6675498992914705,0
0.8021969807540397,0.437474922023729,0.1104741131313946,0.0955353138346681,2
0.0745506436797708,0.9041586944937484,0.3546221576407765,0.623859324676573,0
0.9868869366005172,0.3482554670233003,0.2872389916540817,0.4517676787372291,2
0.7722447692966574,0.5139894891598108,0.2963081204559901,0.5866084631754741,2
0.1987156815341724,0.7836530127411431,0.2336077510499099,0.1680142077448634,0
0.0055221171236023,0.3965427823212701,0.0420931896363618,0.7368737449441821,0
0.8154614284548342,0.6220867002278735,0.0178739347334138,0.8627970775432285,2
0.7068573438476171,0.8623637087467452,0.9877223897360315,0.2167398000907756,2
0.7290071680409873,0.949520623657642,0.4277731337358623,0.0957145555201617,2
0.7712703466859457,0.1470734809290379,0.3843266471596817,0.0236385860463363,2
0.0740446517340903,0.9265876251614944,0.6796472826930698,0.641971500443266,0
0.3584657285442726,0.4921162930795382,0.2182538878650641,0.6070940360887808,1
0.1158690595251297,0.2582443882989583,0.9499611839502252,0.54669741271407,0
0.8631034258755935,0.4591357562382613,0.786345014415552,0.2319470961159754,2
0.6232981268275579,0.980032575285477,0.0894110023122595,0.3909059959055146,1
0.3308980248526492,0.4926180939928696,0.4175807757849283,0.594476335186173,1
0.0635583502860236,0.3287516102875082,0.8791183075621647,0.4967668588591694,0
0.3109823217156622,0.6334008543167258,0.9447320222914104,0.9877855202148872,1
0.325183322026747,0.240145618778193,0.4674015112498697,0.1364397525567331,1
0.7296061783380641,0.0758633281086639,0.6134113892107077,0.6951445540475938,2
0.6375574713552131,0.1288797219106492,0.1670339460920752,0.4043187681042921,1
0.8872127425763265,0.1280458389577724,0.9911686261369764,0.4281996149256147,2
0.4722149251619493,0.1519026935122943,0.2316717013834434,0.7175977656581762,1
0.1195942459383017,0.1388271726494101,0.9427317741351257,0.6924361513243696,0
0.713244787222995,0.6408747448032146,0.6496466489923685,0.9912559937021884,2
0.7607850486168974,0.1818800843991448,0.6077367948788591,0.1283942894541252,2
0.5612771975694962,0.3456672833238632,0.5126885110165086,0.1041096493841663,1
0.770967179954561,0.8967884099060118,0.2306698117177587,0.7243388171287412,2
0.4937955963643907,0.4739616402628723,0.1765280320055082,0.5783869170064091,1
0.5227328293819941,0.6675577385210272,0.2204862090701753,0.2741606665598058,1
0.4275410183585496,0.1723198712016298,0.1864382621442545,0.0794193689889866,1
0.0254191267440951,0.1922890188086707,0.7795844735667533,0.0856582495964305,0
0.1078914269933044,0.0408686162664788,0.3501252591667301,0.8941908746641183,0
0.0314291856867342,0.1689350630721645,0.0578426765633963,0.1918673247187429,0
0.6364104112637804,0.2785903390319586,0.9691026301408112,0.3233715621155207,1
0.3143559810763267,0.1770104842767468,0.8837858849634257,0.226656402226988,1
0.5085706911647028,0.0887025337570556,0.927752283195213,0.3549963058319373,1
0.907566473926093,0.1206358711006008,0.9949078226464352,0.0694238427460933,2
0.2492922291488749,0.4607787680327257,0.1738952492194873,0.5190597909082704,0
0.4103829230356297,0.2063337184057925,0.3962420189026587,0.0676125635922149,1
0.7555511385430487,0.3642698610480754,0.7582384757040913,0.8003565078223616,2
0.2287981654916224,0.5034172708548569,0.6960206180537922,0.233712081910433,0
0.0769799098287929,0.6903948286293653,0.153895906339855,0.5400119146045106,0
0.289751452913768,0.0393121398410989,0.8158331249906178,0.8800790875614583,0
0.1612212872540044,0.7994103989090426,0.2244405718366606,0.6508773690471942,0
0.9296976523425732,0.6279003894909078,0.223817614822623,0.5329577865513353,2
0.808120379564417,0.0817590319488719,0.5369744228934136,0.3243337531153756,2
0.6334037565104235,0.8735786241067772,0.5929399348417032,0.3330019130581979,1
0.8714605901877177,0.9208724005318132,0.5800862078378112,0.6694869551981901,2
0.8036720768991145,0.0610779598548637,0.0914868373977548,0.9941393612211676,2
0.1865700588860358,0.2768776481472037,0.8774608626303804,0.6618391898493786,0
0.8925589984899778,0.8062012797930613,0.265600042588706,0.5577834173700249,2
0.5393422419156507,0.7482596903836584,0.1295149212828041,0.7306505102392461,1
0.8074401551640625,0.1845210193563773,0.8887480798689772,0.4652056122837181,2
0.8960912999234932,0.2093493233367103,0.9556514982297534,0.0601423426007852,2
0.3180034749718639,0.370472102791382,0.8621276172654506,0.5622968158779098,1
0.1100519245276767,0.4845229851910213,0.8095160747248781,0.9576252845053802,0
0.2279351625419416,0.618254771530296,0.6552419806390217,0.1753029423576596,0
0.4271077886262563,0.3689136395697724,0.5508573706091393,0.6900048908206657,1
0.8180147659224931,0.4625347161331479,0.0869867599114101,0.2009336886590564,2
0.8607305832563434,0.7474709381337565,0.4084532130706987,0.5358276844730813,2
0.0069521305311907,0.0366832028905979,0.372688517012314,0.0966764496467196,0
0.5107473025775657,0.2524369443440207,0.2597537837603262,0.4503709362581851,1
0.417411003148779,0.7133495858845524,0.7234201136885849,0.7561633288952461,1
0.2221078104707302,0.8952068376871993,0.4958757350787708,0.3475715242389821,0
0.1198653673336828,0.5116774421156661,0.0810462159076479,0.664911724487218,0
0.3376151714036279,0.5321134852653157,0.2201832019498113,0.7954499607897292,1
0.9429097039125192,0.107172011339776,0.6832587636595959,0.9271778194794528,2
0.3232029320207552,0.4474123668234546,0.0761308594903001,0.2346420818554535,1
0.5187906217433661,0.5326172664550232,0.8512069140487687,0.3993159158093081,1
0.7030189588951778,0.2424705036347296,0.4951465270139743,0.1524160133304174,2
0.363629602379294,0.2692432309493809,0.480586577326648,0.9924835021583752,1
0.9717820827209608,0.3772841631046226,0.5924077846595176,0.9270009679242952,2
0.9624472949421112,0.0200711977777263,0.8246809659251492,0.5399571302805596,2
0.2517822958253641,0.3220791655831783,0.347809207902193,0.8420332943764213,0
0.4972485058923854,0.2114480069965446,0.6780161525590636,0.5209579772720422,1
0.3008783098167696,0.3274973521779146,0.5657319639957911,0.6235856880027597,1
0.2848404943774676,0.1197621318192512,0.2670282701694213,0.0891244321160166,0
0.0368869473545327,0.890527280739895,0.878629986355158,0.7552704204968079,0
0.6095643339798968,0.5935924535540487,0.7974260216069281,0.1277134836352348,1
0.5026790232288615,0.6791023191444896,0.6584518346584255,0.8260676302525284,1
0.0514787512499893,0.7891712386073383,0.8505817290942419,0.7820280876703859,0
0.2786464642366114,0.4984421989290573,0.8672942009598024,0.7087446977429764,0
